,Unnamed: 0,scenario,mmsi,ship_type,width,length,draught,nav_status,timestamp,lat,lon,sog,cog,timestamp_obj,ts_mmsi,R_x,R_y,theta,V_x,V_y,lat_ts,lon_ts,sog_ts,cog_ts,f_min,DDV,TDV,V_TDV,V_chg,cog_TDV,cog_chg,theta_rad,distance,ts_dot,DDV_dot,cog_dot,sog_dot,distance_dot
677,677,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929350.0,56.0569292,11.1016544,20.0,208.78,2020-01-02 02:42:30,356234000,-5.916414649980711,-3.115372132947969,178.03666666666663,61.83130202564566,32.74823925335222,55.958484166666665,11.00928,16.0,26.816666666666663,0.0310919307104914,0.9689080692895086,0.0953841392413848,20.13382901,0.0066914504999999,212.76319693,3.983196929999991,3.1073260226089707,6.686516719283303,10.0,0.0014824915502044123,-0.15333333333330756,0.0,-0.09949385277490652
678,678,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929360.0,56.05613,11.100873,20.0,208.6,2020-01-02 02:42:40,356234000,-5.828649596231977,-3.068675220673568,178.38333333333333,61.84900352940711,32.72177996381271,55.95914583333334,11.009881666666669,16.0,26.98333333333335,0.025821188147312,0.974178811852688,0.0939909085637088,20.18367271,0.0091836354999999,212.41429103,3.814291030000021,3.113376497349218,6.587102832477353,10.0,0.005270742563179387,-0.18000000000000682,0.0,-0.09941388680595065
679,679,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929370.0,56.05526433333333,11.100023,20.0,208.96666666666667,2020-01-02 02:42:50,356234000,-5.741006230873595,-3.0216389976627505,178.1733333333333,61.69051966389955,33.01556620311954,55.959739,11.010425,16.0,27.139999999999983,0.0865668179524181,0.9134331820475818,0.0922145253065018,20.2,0.0099999999999999,212.3,3.333333333333343,3.109711305920029,6.487638613172423,10.0,-0.060745629805106116,0.36666666666667425,0.0,-0.09946421930492999
680,680,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929380.0,56.0544225,11.099197,20.05,209.15,2020-01-02 02:43:00,356234000,-5.650718527010992,-2.97316012522881,178.14999999999998,61.67525588667186,33.24888050947173,55.9604,11.011035,16.0,27.30000000000001,0.1239726675608913,0.8760273324391087,0.090401256479547,20.2,0.0074812967581046,212.3,3.1500000000000057,3.109304062427898,6.385162566587939,10.0,-0.03740584960847315,0.18333333333333712,0.05000000000000071,-0.10247604658448406
681,681,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929390.0,56.05369,11.098478,20.0,208.9,2020-01-02 02:43:10,356234000,-5.5662873410207885,-2.928026227909141,178.3166666666666,61.69339531801097,33.012998592430094,55.96107283333333,11.011652833333336,16.0,27.21666666666664,0.0862929069189732,0.9137070930810268,0.0893832326547033,20.2,0.0099999999999999,212.15762896,3.257628960000005,3.112212944514554,6.289427029080798,10.0,0.037679760641918136,-0.25,-0.05000000000000071,-0.09573553750714048
682,682,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929400.0,56.052822,11.097628,20.0,208.9,2020-01-02 02:43:20,356234000,-5.472750142711441,-2.878102482035461,178.25714285714287,61.70815801226992,32.98425734020124,55.961761714285714,11.012281714285711,16.0,27.157142857142844,0.0805106850777719,0.919489314922228,0.0879021013526354,20.2,0.0099999999999999,211.7841948,2.884194799999989,3.111174058055035,6.183402624902149,10.0,0.005782221841201141,0.0,0.0,-0.10602440417864933
683,683,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929410.0,56.051981,11.096800666666669,20.0,208.8333333333333,2020-01-02 02:43:30,356234000,-5.380689509895429,-2.829032212568092,178.15000000000003,61.77293247392065,32.86063068729242,55.962453,11.012908,16.0,26.98333333333335,0.0568254907762427,0.9431745092237572,0.0865510324543049,20.21583717,0.0107918585,211.42609320666668,2.592759873333364,3.1093040624278987,6.079082402932751,10.0,0.023685194301529267,-0.06666666666671972,0.0,-0.10432022196939794
684,684,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929420.0,56.05125,11.096077,20.0,208.8,2020-01-02 02:43:40,356234000,-5.297166801549993,-2.7843481731744486,178.09999999999997,61.80432973456723,32.800488008467696,55.96311216666667,11.013508,16.0,26.899999999999977,0.046036439947743,0.9539635600522568,0.085260894055713,20.26939219,0.0134696095,211.17616978,2.376169779999998,3.1084313978019003,5.984360523306002,10.0,0.010789050828499569,-0.033333333333274595,0.0,-0.09472187962674905
685,685,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929430.0,56.050382,11.095219,20.03333333333333,209.03333333333333,2020-01-02 02:43:50,356234000,-5.206934092223479,-2.73600759744595,177.94666666666672,61.69546114284888,32.97395655484763,55.963746,11.0140822,15.96,26.98000000000001,0.0796872708840352,0.9203127291159648,0.0836151689877049,20.304058432,0.0135137320465891,211.03806817066663,2.0047348373333307,3.1057552262821773,5.881997978071831,10.0,-0.03365083093629195,0.23333333333332007,0.03333333333333144,-0.10236254523417099
686,686,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929440.0,56.04954,11.094392,20.1,208.7,2020-01-02 02:44:00,356234000,-5.119153817286738,-2.6889307678665726,178.40000000000003,61.78513895338946,32.842528490839946,55.964365,11.01465,15.9,27.100000000000023,0.0552220760572224,0.9447779239427776,0.0823194149313572,20.325399576,0.0112139092537312,211.062966172,2.362966172000029,3.1136673855578847,5.782394355232173,10.0,0.024465194826812753,-0.3333333333333428,0.06666666666666998,-0.09960362283965818
687,687,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929450.0,56.048805,11.093673,20.0,209.0,2020-01-02 02:44:10,356234000,-5.031961329019835,-2.642307404483937,178.10000000000002,61.51641460581932,32.92747470182652,55.9650812,11.0153122,15.9,27.100000000000023,0.0869495895047171,0.9130504104952828,0.0809443777633813,20.34839856,0.0174199279999999,211.12479232,2.124792320000012,3.108431397801901,5.683522080237017,10.0,-0.031727513447494804,0.30000000000001137,-0.10000000000000142,-0.0988722749951556
688,688,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929460.0,56.047937,11.092821,20.0,208.9,2020-01-02 02:44:20,356234000,-4.939770298215059,-2.593250717793492,177.9142857142857,61.619126224132415,32.73072356008731,55.96574757142857,11.015913714285714,15.9,26.81428571428569,0.052216054315543,0.947783945684457,0.0796546877650124,20.380541256,0.0190270628,211.296220032,2.396220032000002,3.105190072048197,5.57909310591463,10.0,0.034733535189174214,-0.09999999999999432,0.0,-0.10442897432238674
689,689,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929470.0,56.04709533333333,11.091994333333334,20.03333333333333,208.9,2020-01-02 02:44:30,356234000,-4.850419329657275,-2.5452388318087853,177.51666666666665,61.74292783988016,32.555865179828054,55.966393,11.016509666666668,15.883333333333333,26.41666666666663,0.0209170731707943,0.9790829268292056,0.0783532277991669,20.4,0.0183028286189684,211.3792838,2.4792837999999904,3.0982503104986003,5.477664500903673,10.0,0.031298981144748605,0.0,0.03333333333333144,-0.10142860501095718
690,690,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929480.0,56.046362,11.091273,20.1,209.1,2020-01-02 02:44:40,356234000,-4.767301589775814,-2.500924385451234,177.48333333333335,61.60532256775584,32.74566389826648,55.967043,11.017101333333333,15.8,26.58333333333337,0.0560161227290291,0.9439838772709708,0.0768310764914411,20.4,0.0149253731343282,211.33408125,2.2340812500000027,3.0976685340812695,5.383473528273695,10.0,-0.03509904955823484,0.19999999999998863,0.06666666666666998,-0.09419097262997767
691,691,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929490.0,56.045497,11.090402333333332,20.1,209.9,2020-01-02 02:44:50,356234000,-4.680334251065615,-2.4537721926953813,176.96000000000004,61.27000320445395,33.352937260068494,55.9676254,11.017628,15.8,26.860000000000014,0.155949672113062,0.8440503278869379,0.0748025693576019,20.4,0.0149253731343282,211.3071075,1.407107499999995,3.088534644329166,5.284555485122947,10.0,-0.09993354938403287,0.8000000000000114,0.0,-0.09891804315074815
692,692,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929500.0,56.044666,11.089535,20.1,210.65,2020-01-02 02:45:00,356234000,-4.588668964768935,-2.402433550451512,176.45000000000005,60.95379576302831,33.90927082152272,55.96832,11.018282,15.8,27.100000000000023,0.244500650081217,0.755499349918783,0.0727296813996739,20.4,0.0149253731343282,211.2478042,0.597804200000013,3.079633465143995,5.179533746638656,10.0,-0.08855097796815492,0.75,0.0,-0.1050217384842913
693,693,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929510.0,56.043943,11.088777,20.1,210.8,2020-01-02 02:45:10,356234000,-4.510197011826471,-2.3588492971885766,176.2,60.92591211540887,33.949460759838004,55.968903,11.0188156,15.8,27.0,0.2499835278525203,0.7500164721474797,0.0714053767813849,20.4,0.0149253731343282,211.09830411428567,0.2983041142857132,3.0752701420140083,5.089798335134259,10.0,-0.005482877771303296,0.15000000000000568,0.0,-0.0897354115043969
694,694,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929520.0,56.043063,11.087847,20.1,210.8333333333333,2020-01-02 02:45:20,356234000,-4.413861051510361,-2.305617184389134,175.9666666666667,61.03713098021903,33.910936196389684,55.96962628571429,11.019463142857145,15.842857142857143,26.80000000000001,0.2371181739096876,0.7628818260903124,0.0698269022989995,20.41376848,0.0156103721393033,210.9847818285714,0.1514484952380996,3.071197707092689,4.979763044863744,10.0,0.012865353942832725,0.033333333333274595,0.0,-0.11003529027051506
695,695,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929530.0,56.042263,11.086997666666669,20.1,211.3333333333333,2020-01-02 02:45:30,356234000,-4.3260105053824,-2.257117003665251,175.25000000000006,61.01274397962699,34.14860046344198,55.97028833333333,11.020051166666669,15.9,26.58333333333337,0.261664066756906,0.7383359332430939,0.0681179800464407,20.45224728,0.0175247402985073,210.90232725714287,-0.4310060761904424,3.0586895141200636,4.879440957826387,10.0,-0.02454589284721853,0.5,0.0,-0.10032208703735712
696,696,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929540.0,56.041545,11.08623,20.1,211.5,2020-01-02 02:45:40,356234000,-4.243008872042213,-2.2113894256305384,175.0,61.11855586352195,34.27765567450564,55.97095166666666,11.020638666666668,15.983333333333334,26.5,0.2669812258910308,0.7330187741089691,0.0665727481116365,20.49661893,0.0197322850746268,210.80724515,-0.69275485,3.0543261909900767,4.784701399253615,10.0,-0.005317159134124783,0.16666666666671404,0.0,-0.09473955857277172
697,697,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929550.0,56.04069433333333,11.085315,20.1,211.76666666666665,2020-01-02 02:45:50,356234000,-4.155790832252001,-2.162475297117484,174.53333333333336,61.10044637365573,34.3496961553703,55.9715525,11.0211735,16.0,26.30000000000001,0.273678128000366,0.726321871999634,0.0650717384497018,20.5,0.0199004975124377,210.78580580666667,-0.9808608599999786,3.046181321147437,4.684751525115621,10.0,-0.006696902109335046,0.2666666666666515,0.0,-0.0999498741379945
698,698,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929560.0,56.039918,11.0844802,20.1,211.72,2020-01-02 02:46:00,356234000,-4.065126174839276,-2.112224944964567,174.67999999999995,61.26720797796448,34.45770597825849,55.972285,11.021828,16.1,26.399999999999977,0.2745296511130339,0.725470348886966,0.0634107348443701,20.5,0.0199004975124377,210.77240451666668,-0.9475954833333162,3.048741137383694,4.5811292314771,10.0,-0.0008515231126680067,-0.046666666666652645,0.0,-0.10362229363852027
699,699,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929570.0,56.039152,11.083653,20.1,211.4,2020-01-02 02:46:10,356234000,-3.980315820326288,-2.064526447012689,175.32000000000005,61.30326546777265,34.428109662360505,55.9729304,11.0224146,16.1,26.720000000000027,0.2720691500467387,0.7279308499532613,0.0620436115801512,20.5,0.0199004975124377,210.77785667333333,-0.6221433266666736,3.0599112445964596,4.483880404287626,10.0,0.002460501066295251,-0.3199999999999932,0.0,-0.0972488271894747
700,700,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929580.0,56.038276333333336,11.082699,20.1,211.96666666666667,2020-01-02 02:46:20,356234000,-3.886889914406869,-2.0114810047091134,175.0333333333333,61.031207443827405,34.89338027390995,55.9736095,11.023033,16.1,27.0,0.3308525427808114,0.6691474572191886,0.0601175991023586,20.5,0.0199004975124377,210.7880778566667,-1.1785888099999795,3.0549079674074076,4.376524767326631,10.0,-0.05878339273407274,0.5666666666666629,0.0,-0.10735563696099426
701,701,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929590.0,56.03748085714286,11.081829857142855,20.1,212.05714285714285,2020-01-02 02:46:30,356234000,-3.8001451548724425,-1.9612996687442348,175.92285714285708,60.75141725463516,35.42054336380548,55.9742576,11.0236514,16.1,27.97999999999996,0.3995362303071975,0.6004637696928026,0.0582312340935393,20.5,0.0199004975124377,210.79877481,-1.2583680471428522,3.0704330866584804,4.276423691440868,10.0,-0.06868368752638598,0.09047619047618127,0.0,-0.100101075885763
702,702,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929600.0,56.036762,11.08105,20.1,211.6,2020-01-02 02:46:40,356234000,-3.720870418707528,-1.9146986419402416,177.70000000000005,60.57024621207162,35.78845953529052,55.974858,11.024253,16.1,29.30000000000001,0.453359404663712,0.546640595336288,0.0566030018646618,20.5,0.0199004975124377,210.83770807,-0.7622919299999751,3.1014500807939243,4.184608412057279,10.0,-0.053823174356514625,-0.4571428571428555,0.0,-0.09181527938358958
703,703,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929610.0,56.03590933333333,11.080130666666664,20.1,211.56666666666663,2020-01-02 02:46:50,356234000,-3.628591214266929,-1.8593794255387484,179.36666666666667,60.13451726185361,36.54078724405647,55.975541,11.024973666666666,16.1,30.933333333333337,0.5552565045523664,0.4447434954476336,0.0544475738716291,20.5,0.0199004975124377,210.86011266,-0.7065540066666358,3.130538901660496,4.077249814319936,10.0,-0.10189709988865436,-0.03333333333335986,0.0,-0.1073585977373428
704,704,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929620.0,56.0351342,11.0792838,20.2,212.22,2020-01-02 02:47:00,356234000,-3.542744255346013,-1.8057085810224471,-179.12,59.436184416569176,38.02608527019691,55.9761945,11.025718,16.1,33.10000000000002,0.7318910924764067,0.2681089075235933,0.0517056677267803,20.5,0.0148514851485148,210.86140404,-1.3585959600000024,-3.126233756172243,3.9763828209020917,10.0,-0.1766345879240403,0.6533333333333644,0.09999999999999787,-0.10086699341784433
705,705,466fbc3092,257182000,Passenger,36.0,224.0,6.9,0,1577929630.0,56.034377,11.078432,20.2,213.1,2020-01-02 02:47:10,356234000,-3.4628436402719465,-1.7523769296920846,-178.10000000000002,58.529674708222615,39.393641930818525,55.976767,11.0264475,16.1,35.0,0.9005567219421698,0.0994432780578301,0.0491663302382459,20.5,0.0148514851485148,210.86998789,-2.23001210999999,-3.108431397801901,3.8809935558679975,10.0,-0.1686656294657632,0.8799999999999955,0.0,-0.09538926503409417
709,709,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929210.0,55.94933085714286,11.000899285714285,15.6,28.828571428571426,2020-01-02 02:40:10,257182000,7.159174710196575,3.762535866602524,177.57142857142856,-61.56241277859768,-31.994398247742048,56.068362,11.11278,20.1,206.4,0.040370777580264,0.959629222419736,0.1169561544806788,16.1,0.0320512820512821,35.22406354,6.39549211142857,3.099206086041359,8.087673254934858,10.0,-0.027985596286207226,-0.7714285714285971,0.0,-0.09500725687953171
712,712,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929220.0,55.9500135,11.00156,15.6,28.350000000000023,2020-01-02 02:40:20,257182000,7.062787420197821,3.713020205262732,177.64999999999998,-61.80404536837887,-31.52725217969236,56.06744271428572,11.111965714285716,20.1,206.0,0.1073821184676055,0.8926178815323944,0.1160268521323141,16.1,0.0320512820512821,36.65478361999998,8.30478361999996,3.1005774161679263,7.979316085203912,10.0,-0.06701134088734162,-0.4785714285714029,0.0,-0.10835716973094556
715,715,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929230.0,55.9505855,11.0021025,15.6,27.88333333333333,2020-01-02 02:40:30,257182000,6.978207483376127,3.669820766582964,178.54999999999995,-61.7898995483623,-31.57451566720349,56.066609,11.111221333333331,20.1,206.4333333333333,0.1024490652203866,0.8975509347796133,0.1145962911229981,16.074533520000003,0.0304188153846155,37.72299579999998,9.839662466666647,3.1162853794358747,7.884349316201696,10.0,0.004933053247218933,-0.46666666666669343,0.0,-0.09496676900221601
718,718,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929240.0,55.95127716666666,11.002749166666666,15.6,27.46666666666664,2020-01-02 02:40:40,257182000,6.886762809082147,3.62261751539302,179.96190476190486,-61.58494285287921,-31.98428970257857,56.065780857142855,11.110462142857145,20.1,207.42857142857144,0.0457515383809134,0.9542484616190866,0.1125674522695056,16.04757172,0.0286904948717949,38.329636299999976,10.862969633333336,3.140927766255702,7.781443288451656,10.0,0.05669752683947327,-0.41666666666668917,0.0,-0.10290602775004043
721,721,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929250.0,55.951906,11.003337333333333,15.633333333333333,27.433333333333337,2020-01-02 02:40:50,257182000,6.799576495866194,3.576595853597608,-178.76666666666665,-61.253604309770736,-32.74360127619312,56.06496066666666,11.109679666666668,20.1,208.66666666666663,0.0276975218556747,0.9723024781443252,0.1100546371418983,16.03803306,0.025886976119403,38.54425614999997,11.110922816666635,-3.1200669261485294,7.682856137082589,10.0,0.018054016525238636,-0.03333333333330302,0.033333333333333215,-0.09858715136906682
724,724,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929260.0,55.952508,11.00389,15.7,27.19999999999999,2020-01-02 02:41:00,257182000,6.714397582003015,3.5312835450189697,-178.01428571428573,-61.18172603847958,-32.96204830888951,56.064147,11.108882857142858,20.057142857142857,209.18571428571428,0.0412462263378868,0.9587537736621132,0.1083370139608157,16.0,0.0191082802547771,39.39999999999998,12.199999999999989,-3.1069354013001917,7.58637583860236,10.0,-0.013548704482212015,-0.2333333333333485,0.06666666666666643,-0.09648029848022865
727,727,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929270.0,55.953178,11.004496428571429,15.7,26.828571428571426,2020-01-02 02:41:10,257182000,6.630222389416072,3.486472601590572,-177.52857142857147,-61.13673002732175,-32.79929217457139,56.063418,11.108155,20.0,209.3,0.0340893175481252,0.9659106824518748,0.107290819701924,16.0,0.0191082802547771,40.55568593499999,13.727114506428569,-3.0984580877905055,7.4910172963861115,10.0,0.007156908789761607,-0.371428571428563,0.0,-0.09535854221624884
730,730,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929280.0,55.95387828571429,11.005130428571428,15.742857142857142,26.81428571428569,2020-01-02 02:41:20,257182000,6.536183109088114,3.436176565170195,-177.61428571428564,-61.24766762973072,-32.770880204510696,56.062555333333336,11.107291333333333,20.0,209.2,0.0294914155756892,0.9705085844243108,0.1057173668668253,16.0,0.0163339382940109,41.25,14.435714285714312,-3.099954084292213,7.384375330558003,10.0,0.004597901972435925,-0.014285714285737328,0.042857142857142705,-0.10664196582810881
733,733,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929290.0,55.95447866666667,11.005673833333333,15.8,26.80000000000001,2020-01-02 02:41:30,257182000,6.449819981893952,3.389685488247246,-177.39999999999998,-61.28384219989769,-32.9324971785664,56.06172033333333,11.106450333333331,20.0,209.4,0.036879650659074,0.963120349340926,0.103995496941769,16.04383789,0.0154327778481011,41.88564940500002,15.085649405000003,-3.0962140930379403,7.286298477833067,10.0,-0.007388235083384709,-0.014285714285676931,0.057142857142858716,-0.09807685272493583
736,736,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929300.0,55.955191166666665,11.0063155,15.8,26.71666666666664,2020-01-02 02:41:40,257182000,6.358257037318745,3.340878076892394,-177.41666666666663,-61.337211515387054,-32.83346736486024,56.060911,11.105638857142855,20.0,209.3,0.0303456437235366,0.9696543562764632,0.1026348350350833,16.094854060000003,0.0186616493670887,42.62538387000004,15.908717203333405,-3.0965049812466057,7.182541254825729,10.0,0.006534006935537184,-0.08333333333337123,0.0,-0.1037572230073378
739,739,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929310.0,55.95578166666667,11.006851,15.9,26.866666666666674,2020-01-02 02:41:50,257182000,6.274034775833014,3.2956829963324594,-177.63333333333344,-61.49648592908051,-32.95362587558248,56.06010166666667,11.104828666666666,20.0,209.2333333333333,0.0320139648200352,0.9679860351799648,0.1009408301389156,16.1,0.0125786163522013,43.25643390714289,16.389767240476218,-3.1002865279592626,7.0869625920190185,10.0,-0.001668321096498393,0.1500000000000341,0.09999999999999964,-0.09557866280671057
742,742,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929320.0,55.956505,11.007502,15.9,26.80000000000001,2020-01-02 02:42:00,257182000,6.181853489297526,3.246507907865771,-177.55714285714282,-61.50956270155216,-32.927174966324955,56.05929285714286,11.104015714285714,20.0,209.2428571428572,0.0303312372866332,0.9696687627133668,0.0994786170596636,16.1,0.0125786163522013,44.03449630714288,17.23449630714287,-3.098956753291074,6.982487104103737,10.0,0.0016827275334019287,-0.06666666666666288,0.0,-0.10447548791528138
745,745,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929330.0,55.95716416666667,11.008092833333334,15.9,26.69999999999999,2020-01-02 02:42:10,257182000,6.0985245928004765,3.2021141584583845,-177.60000000000002,-61.58108980909229,-32.79436656115833,56.058567,11.103285,20.0,209.1,0.0220866276782013,0.9779133723217986,0.0982890955336436,16.1,0.0125786163522013,44.85641948342859,18.1564194834286,-3.0997047515419296,6.888072102757917,10.0,0.008244609608431874,-0.10000000000002274,0.0,-0.09441500134582004
748,748,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929340.0,55.95779671428571,11.008658,15.942857142857145,26.642857142857167,2020-01-02 02:42:20,257182000,6.0084666988651385,3.154087413536462,-177.70952380952383,-61.72424314931136,-32.705286004911414,56.05770266666666,11.102420333333336,20.0,208.9333333333333,0.014341166901665,0.9856588330983348,0.0968626813226981,16.1,0.0098566308243727,45.50692731542858,18.86407017257141,-3.101616302627447,6.78601057202245,10.0,0.0077454607765361505,-0.05714285714282141,0.04285714285714448,-0.10206153073546709
751,751,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929350.0,55.958484166666665,11.00928,16.0,26.816666666666663,2020-01-02 02:42:30,257182000,5.920573765654342,3.107460719341423,-178.03666666666663,-61.83130202564566,-32.74823925335222,56.0569292,11.1016544,20.0,208.78,0.0136724361365866,0.9863275638634134,0.0952947097726588,16.1,0.00625,46.068741285000016,19.252074618333356,-3.1073260226089707,6.686516719249593,10.0,0.0006687307650785623,0.17380952380949566,0.057142857142855163,-0.0994938527728566
754,754,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929360.0,55.95914583333334,11.009881666666669,16.0,26.98333333333335,2020-01-02 02:42:40,257182000,5.832685104290293,3.0609979090817823,-178.38333333333333,-61.84900352940711,-32.72177996381271,56.05613,11.100873,20.0,208.6,0.011950588575235,0.9880494114247648,0.0939032648944303,16.1,0.00625,46.70257275800004,19.71923942466669,-3.113376497349218,6.587102832445606,10.0,0.0017218475613514084,0.16666666666668561,0.0,-0.09941388680398777
757,757,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929370.0,55.959739,11.010425,16.0,27.139999999999983,2020-01-02 02:42:50,257182000,5.744919102742811,3.014192972866675,-178.1733333333333,-61.69051966389955,-33.01556620311954,56.05526433333333,11.100023,20.0,208.96666666666667,0.02895236766292,0.97104763233708,0.0921458140933001,16.1,0.00625,47.18861545500003,20.04861545500005,-3.109711305920029,6.487638613142544,10.0,-0.017001779087684743,0.1566666666666343,0.0,-0.09946421930306126
760,760,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929380.0,55.9604,11.011035,16.0,27.30000000000001,2020-01-02 02:43:00,257182000,5.654506984501071,2.965948712238034,-178.14999999999998,-61.67525588667186,-33.24888050947173,56.0544225,11.099197,20.05,209.15,0.0393584432240037,0.9606415567759964,0.09034729442407,16.1,0.00625,47.67628596666668,20.376285966666664,-3.109304062427898,6.385162566559903,10.0,-0.010406075561083639,0.16000000000002856,0.0,-0.10247604658264109
763,763,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929390.0,55.96107283333333,11.011652833333336,16.0,27.21666666666664,2020-01-02 02:43:10,257182000,5.569961779555348,2.921030319612031,-178.3166666666666,-61.69339531801097,-33.012998592430094,56.05369,11.098478,20.0,208.9,0.0284969632226381,0.9715030367773618,0.0893199840791656,16.094826856666668,0.0059266785416667,48.62820250333332,21.41153583666668,-3.112212944514554,6.289427029054408,10.0,0.010861480001365442,-0.08333333333337123,0.0,-0.09573553750549557
766,766,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929400.0,55.961761714285714,11.012281714285711,16.0,27.157142857142844,2020-01-02 02:43:20,257182000,5.476300479364479,2.871341338304142,-178.25714285714287,-61.70815801226992,-32.98425734020124,56.052822,11.097628,20.0,208.9,0.0267711739088325,0.9732288260911676,0.0878399980675875,16.079253356666666,0.0049533347916665,49.515892003333335,22.35874914619049,-3.111174058055035,6.183402624877491,10.0,0.0017257893138057367,-0.05952380952379599,0.0,-0.1060244041769165
769,769,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929410.0,55.962453,11.012908,16.0,26.98333333333335,2020-01-02 02:43:30,257182000,5.384119941336489,2.82249806353686,-178.1500000000001,-61.77293247392065,-32.86063068729242,56.051981,11.096800666666669,20.0,208.8333333333333,0.0200335420196258,0.9799664579803742,0.0864850029805387,16.05769326,0.00360582875,50.49804883000001,23.51471549666666,-3.1093040624278996,6.079082402909716,10.0,0.006737631889206619,-0.17380952380949566,0.0,-0.10432022196777524
772,772,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929420.0,55.96311216666667,11.013508,16.0,26.899999999999977,2020-01-02 02:43:40,257182000,5.300489837325979,2.7780169828581576,-178.0999999999999,-61.80432973456723,-32.800488008467696,56.05125,11.096077,20.0,208.8,0.0168909483310043,0.9831090516689956,0.085194464922942,16.021999506666667,0.0013749691666666,51.55101455333333,24.651014553333354,-3.1084313978018994,5.984360523284365,10.0,0.0031425936886214645,-0.08333333333337123,0.0,-0.09472187962535106
775,775,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929430.0,55.963746,11.0140822,15.96,26.98000000000001,2020-01-02 02:43:50,257182000,5.210142853703594,2.729892242892549,-177.94666666666672,-61.69546114284888,-32.97395655484763,56.050382,11.095219,20.03333333333333,209.03333333333333,0.0263457529893608,0.9736542470106392,0.0835606059926229,16.0,0.0025062656641603,52.19999999999999,25.21999999999997,-3.1057552262821773,5.881997978051636,10.0,-0.009454804658356464,0.08000000000003382,-0.03999999999999915,-0.10236254523272859
778,778,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929440.0,55.964365,11.01465,15.9,27.100000000000023,2020-01-02 02:44:00,257182000,5.122253210060305,2.683021902860592,-178.4000000000001,-61.78513895338946,-32.842528490839946,56.04954,11.094392,20.1,208.7,0.019080899704814,0.980919100295186,0.0822605885564426,16.0,0.0062893081761006,53.24348022999998,26.14348022999996,-3.1136673855578856,5.782394355213311,10.0,0.007264853284546846,0.12000000000001165,-0.0600000000000005,-0.09960362283832502
