,index,Unnamed: 0.1,Unnamed: 0,scenario,mmsi,ship_type,width,length,draught,nav_status,timestamp,lat,lon,sog,cog,timestamp_obj,ts_mmsi,R_x,R_y,theta,V_x,V_y,lat_ts,lon_ts,sog_ts,cog_ts,f_min,DDV,TDV,V_TDV,V_chg,cog_TDV,cog_chg,theta_rad,distance,ts_dot,DDV_dot,cog_dot,sog_dot,distance_dot,u,u^2,cte
10,592,739,739,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929310.0,55.95578166666667,11.006851,15.9,26.866666666666674,2020-01-02 02:41:50,257182000,6.274034775833014,3.2956829963324594,-177.63333333333344,-61.49648592908051,-32.95362587558248,56.06010166666667,11.104828666666666,20.0,209.2333333333333,0.0320139648200352,0.9679860351799648,0.1009408301389156,16.1,0.0125786163522013,43.25643390714289,16.389767240476218,-3.100286527959262,7.0869625920190185,10.0,-0.0016683210964983,0.1500000000000341,0.0999999999999996,-0.0955786628067105,0.1500000000000341,0.02250000000001023,124.33404588205224
11,593,742,742,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929320.0,55.956505,11.007502,15.9,26.80000000000001,2020-01-02 02:42:00,257182000,6.181853489297526,3.246507907865771,-177.55714285714282,-61.50956270155216,-32.927174966324955,56.05929285714286,11.104015714285714,20.0,209.2428571428572,0.0303312372866332,0.9696687627133668,0.0994786170596636,16.1,0.0125786163522013,44.03449630714288,17.23449630714287,-3.098956753291074,6.982487104103737,10.0,0.0016827275334019,-0.0666666666666628,0.0,-0.1044754879152813,-0.0666666666666628,0.004444444444443928,138.96029778007585
12,594,745,745,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929330.0,55.95716416666667,11.008092833333334,15.9,26.69999999999999,2020-01-02 02:42:10,257182000,6.0985245928004765,3.2021141584583845,-177.60000000000002,-61.58108980909229,-32.79436656115833,56.058567,11.103285,20.0,209.1,0.0220866276782013,0.9779133723217986,0.0982890955336436,16.1,0.0125786163522013,44.85641948342859,18.1564194834286,-3.0997047515419296,6.888072102757917,10.0,0.0082446096084318,-0.1000000000000227,0.0,-0.09441500134582,-0.1000000000000227,0.01000000000000454,152.39017942756428
13,595,748,748,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929340.0,55.95779671428571,11.008658,15.942857142857145,26.642857142857167,2020-01-02 02:42:20,257182000,6.0084666988651385,3.154087413536462,-177.70952380952383,-61.72424314931136,-32.705286004911414,56.05770266666666,11.102420333333336,20.0,208.9333333333333,0.014341166901665,0.9856588330983348,0.0968626813226981,16.1,0.0098566308243727,45.50692731542858,18.86407017257141,-3.101616302627447,6.78601057202245,10.0,0.0077454607765361,-0.0571428571428214,0.0428571428571444,-0.102061530735467,-0.0571428571428214,0.0032653061224448944,165.3534023232166
14,596,751,751,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929350.0,55.958484166666665,11.00928,16.0,26.816666666666663,2020-01-02 02:42:30,257182000,5.920573765654342,3.107460719341423,-178.03666666666663,-61.83130202564566,-32.74823925335222,56.0569292,11.1016544,20.0,208.78,0.0136724361365866,0.9863275638634134,0.0952947097726588,16.1,0.00625,46.068741285000016,19.25207461833336,-3.1073260226089707,6.686516719249593,10.0,0.0006687307650785,0.1738095238094956,0.0571428571428551,-0.0994938527728566,0.1738095238094956,0.03020975056688362,179.11836275923554
15,597,754,754,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929360.0,55.95914583333334,11.009881666666669,16.0,26.98333333333335,2020-01-02 02:42:40,257182000,5.832685104290293,3.0609979090817823,-178.38333333333333,-61.84900352940711,-32.72177996381271,56.05613,11.100873,20.0,208.6,0.011950588575235,0.9880494114247648,0.0939032648944303,16.1,0.00625,46.70257275800004,19.71923942466669,-3.113376497349218,6.587102832445606,10.0,0.0017218475613514,0.1666666666666856,0.0,-0.0994138868039877,0.1666666666666856,0.027777777777784084,192.24263612700997
16,598,757,757,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929370.0,55.959739,11.010425,16.0,27.139999999999983,2020-01-02 02:42:50,257182000,5.744919102742811,3.014192972866675,-178.1733333333333,-61.69051966389955,-33.01556620311954,56.05526433333333,11.100023,20.0,208.96666666666667,0.02895236766292,0.97104763233708,0.0921458140933001,16.1,0.00625,47.18861545500003,20.04861545500005,-3.109711305920029,6.487638613142544,10.0,-0.0170017790876847,0.1566666666666343,0.0,-0.0994642193030612,0.1566666666666343,0.024544444444434307,203.84386542976293
17,599,760,760,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929380.0,55.9604,11.011035,16.0,27.30000000000001,2020-01-02 02:43:00,257182000,5.654506984501071,2.965948712238034,-178.14999999999998,-61.67525588667186,-33.24888050947173,56.0544225,11.099197,20.05,209.15,0.0393584432240037,0.9606415567759964,0.09034729442407,16.1,0.00625,47.67628596666668,20.376285966666664,-3.109304062427898,6.385162566559903,10.0,-0.0104060755610836,0.1600000000000285,0.0,-0.102476046582641,0.1600000000000285,0.025600000000009122,216.58347255788476
18,600,763,763,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929390.0,55.96107283333333,11.011652833333336,16.0,27.21666666666664,2020-01-02 02:43:10,257182000,5.569961779555348,2.921030319612031,-178.3166666666666,-61.69339531801097,-33.012998592430094,56.05369,11.098478,20.0,208.9,0.0284969632226381,0.9715030367773618,0.0893199840791656,16.094826856666668,0.0059266785416667,48.62820250333332,21.41153583666668,-3.112212944514554,6.289427029054408,10.0,0.0108614800013654,-0.0833333333333712,0.0,-0.0957355375054955,-0.0833333333333712,0.006944444444450756,229.68018893309278
19,601,766,766,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929400.0,55.961761714285714,11.012281714285711,16.0,27.157142857142844,2020-01-02 02:43:20,257182000,5.476300479364479,2.871341338304142,-178.25714285714287,-61.70815801226992,-32.98425734020124,56.052822,11.097628,20.0,208.9,0.0267711739088325,0.9732288260911676,0.0878399980675875,16.079253356666666,0.0049533347916665,49.515892003333335,22.35874914619049,-3.111174058055035,6.183402624877491,10.0,0.0017257893138057,-0.0595238095237959,0.0,-0.1060244041769165,-0.0595238095237959,0.0035430839002251356,243.24336724519995
20,602,769,769,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929410.0,55.962453,11.012908,16.0,26.98333333333335,2020-01-02 02:43:30,257182000,5.384119941336489,2.82249806353686,-178.1500000000001,-61.77293247392065,-32.86063068729242,56.051981,11.096800666666669,20.0,208.8333333333333,0.0200335420196258,0.9799664579803742,0.0864850029805387,16.05769326,0.00360582875,50.49804883000001,23.51471549666666,-3.1093040624279,6.079082402909716,10.0,0.0067376318892066,-0.1738095238094956,0.0,-0.1043202219677752,-0.1738095238094956,0.03020975056688362,257.053893043696
21,603,772,772,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929420.0,55.96311216666667,11.013508,16.0,26.899999999999977,2020-01-02 02:43:40,257182000,5.300489837325979,2.7780169828581576,-178.0999999999999,-61.80432973456723,-32.800488008467696,56.05125,11.096077,20.0,208.8,0.0168909483310043,0.9831090516689956,0.085194464922942,16.021999506666667,0.0013749691666666,51.55101455333333,24.651014553333354,-3.1084313978019,5.984360523284365,10.0,0.0031425936886214,-0.0833333333333712,0.0,-0.094721879625351,-0.0833333333333712,0.006944444444450756,270.10604732571977
22,604,775,775,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929430.0,55.963746,11.0140822,15.96,26.98000000000001,2020-01-02 02:43:50,257182000,5.210142853703594,2.729892242892549,-177.94666666666672,-61.69546114284888,-32.97395655484763,56.050382,11.095219,20.03333333333333,209.03333333333333,0.0263457529893608,0.9736542470106392,0.0835606059926229,16.0,0.0025062656641603,52.19999999999999,25.21999999999997,-3.1057552262821773,5.881997978051636,10.0,-0.0094548046583564,0.0800000000000338,-0.0399999999999991,-0.1023625452327285,0.0800000000000338,0.0064000000000054074,282.7711295326371
23,605,778,778,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929440.0,55.964365,11.01465,15.9,27.100000000000023,2020-01-02 02:44:00,257182000,5.122253210060305,2.683021902860592,-178.4000000000001,-61.78513895338946,-32.842528490839946,56.04954,11.094392,20.1,208.7,0.019080899704814,0.980919100295186,0.0822605885564426,16.0,0.0062893081761006,53.24348022999998,26.14348022999996,-3.1136673855578856,5.782394355213311,10.0,0.0072648532845468,0.1200000000000116,-0.0600000000000005,-0.099603622838325,0.1200000000000116,0.014400000000002784,294.8471462674918
24,606,781,781,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929450.0,55.9650812,11.0153122,15.9,27.100000000000023,2020-01-02 02:44:10,257182000,5.034954283766752,2.63659981732542,-178.10000000000002,-61.51641460581932,-32.92747470182652,56.048805,11.093673,20.0,209.0,0.0280419702385303,0.9719580297614696,0.0808969024395773,16.0,0.0062893081761006,54.00240408333332,26.90240408333329,-3.108431397801901,5.683522080219413,10.0,-0.0089610705337164,0.0,0.0,-0.0988722749938979,0.0,0.0,308.6017412872195
25,607,784,784,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929460.0,55.96574757142857,11.015913714285714,15.9,26.81428571428569,2020-01-02 02:44:20,257182000,4.942653254216853,2.587751667541013,-177.9142857142857,-61.619126224132415,-32.73072356008731,56.047937,11.092821,20.0,208.9,0.018201846904405,0.9817981530955948,0.0795997915908703,16.0,0.0062893081761006,54.44660416666667,27.63231845238098,-3.105190072048197,5.579093105898282,10.0,0.0098401233341252,-0.2857142857143344,0.0,-0.1044289743211317,-0.2857142857143344,0.0816326530612523,322.0084188836781
26,608,787,787,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929470.0,55.966393,11.016509666666668,15.883333333333333,26.41666666666663,2020-01-02 02:44:30,257182000,4.853196619021646,2.539939164903505,-177.51666666666665,-61.74292783988016,-32.555865179828054,56.04709533333333,11.091994333333334,20.03333333333333,208.9,0.009292028075514,0.990707971924486,0.0782928071223091,16.00927053,0.0079288896117522,54.81058775000001,28.39392108333338,-3.0982503104986003,5.477664500888481,10.0,0.0089098188288911,-0.3976190476190595,-0.0166666666666674,-0.1014286050098007,-0.3976190476190595,0.1581009070294879,334.4385954033242
27,609,790,790,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929480.0,55.967043,11.017101333333333,15.8,26.58333333333337,2020-01-02 02:44:40,257182000,4.769983103229914,2.495806167227761,-177.48333333333335,-61.60532256775584,-32.74566389826648,56.046362,11.091273,20.1,209.1,0.0192467667312889,0.9807532332687112,0.0767817122634445,16.03207082,0.0146880265822785,55.000590166666655,28.417256833333283,-3.097668534081269,5.38347352825952,10.0,-0.0099547386557747,0.1666666666667424,-0.0833333333333321,-0.0941909726289607,0.1666666666667424,0.027777777777803023,347.3114765694413
28,610,793,793,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929490.0,55.9676254,11.017628,15.8,26.860000000000014,2020-01-02 02:44:50,257182000,4.682915686344205,2.448842042638783,-176.96000000000004,-61.27000320445395,-33.352937260068494,56.045497,11.090402333333332,20.1,209.9,0.0484483503394128,0.9515516496605873,0.0747866916522931,16.046160450000002,0.0155797753164557,55.11800374999998,28.258003749999965,-3.088534644329166,5.284555485109784,10.0,-0.0292015836081239,0.2766666666666424,0.0,-0.0989180431497365,0.2766666666666424,0.07654444444443102,358.9902985432302
29,611,796,796,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929500.0,55.96832,11.018282,15.8,27.100000000000023,2020-01-02 02:45:00,257182000,4.591143601741607,2.3977010365410254,-176.45000000000005,-60.95379576302831,-33.90927082152272,56.044666,11.089535,20.1,210.65,0.0751148248616438,0.924885175138356,0.0727485749483417,16.059474350000002,0.0164224272151899,55.216320449999984,28.11632044999996,-3.079633465143995,5.179533746626506,10.0,-0.0266664745222312,0.2400000000000091,0.0,-0.1050217384832779,0.2400000000000091,0.05760000000000436,371.84232938501077
30,612,799,799,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929510.0,55.968903,11.0188156,15.8,27.0,2020-01-02 02:45:10,257182000,4.512582749019491,2.354282061578811,-176.20000000000005,-60.92591211540887,-33.949460759838004,56.043943,11.088777,20.1,210.8,0.0771432087722921,0.9228567912277078,0.071426858220542,16.08568345,0.0180812310126582,55.39978415,28.399784149999995,-3.0752701420140096,5.089798335122923,10.0,-0.0020283839106481,-0.1000000000000227,0.0,-0.0897354115035824,-0.1000000000000227,0.01000000000000454,383.26787422944693
31,613,802,802,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929520.0,55.96962628571429,11.019463142857145,15.842857142857143,26.80000000000001,2020-01-02 02:45:20,257182000,4.416140413413942,2.301248320346877,-175.9666666666667,-61.03713098021903,-33.910936196389684,56.043063,11.087847,20.1,210.8333333333333,0.0736513262590879,0.926348673740912,0.0698440669356399,16.11438641,0.017138907754734,55.53493842428571,28.7349384242857,-3.071197707092689,4.979763044853358,10.0,0.0034918825132042,-0.1999999999999886,0.0428571428571427,-0.1100352902695656,-0.1999999999999886,0.03999999999999544,398.0451006494671
32,614,805,805,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929530.0,55.97028833333333,11.020051166666669,15.9,26.58333333333337,2020-01-02 02:45:30,257182000,4.328195056823806,2.25292512323561,-175.25,-61.01274397962699,-34.14860046344198,56.042263,11.086997666666669,20.1,211.3333333333333,0.0824538727995629,0.917546127200437,0.0681407091070943,16.15306553,0.0159160710691823,55.62887342999999,29.04554009666662,-3.0586895141200627,4.879440957816809,10.0,-0.0088025465404749,-0.2166666666666401,0.0571428571428569,-0.1003220870365488,-0.2166666666666401,0.04694444444443294,411.7670808150908
33,615,808,808,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929540.0,55.97095166666666,11.020638666666668,15.983333333333334,26.5,2020-01-02 02:45:40,257182000,4.245105877736643,2.2073612225325823,-175.0,-61.11855586352195,-34.27765567450564,56.041545,11.08623,20.1,211.5,0.0845392062149782,0.9154607937850218,0.0665969872907921,16.197491539999998,0.0133988450469236,55.73676516857142,29.236765168571416,-3.0543261909900767,4.7847013992447565,10.0,-0.0020853334154152,-0.0833333333333712,0.0833333333333339,-0.0947395585720523,-0.0833333333333712,0.006944444444450756,425.58549719625074
34,616,811,811,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929550.0,55.9715525,11.0211735,16.0,26.30000000000001,2020-01-02 02:45:50,257182000,4.157796161463063,2.158617134120789,-174.5333333333333,-61.10044637365573,-34.3496961553703,56.04069433333333,11.085315,20.1,211.76666666666665,0.0875825121439046,0.9124174878560952,0.0650953112758463,16.2,0.0124999999999999,55.941399817142845,29.64139981714284,-3.046181321147436,4.684751525107477,10.0,-0.0030433059289265,-0.1999999999999886,0.0166666666666657,-0.0999498741372795,-0.1999999999999886,0.03999999999999544,437.9903787161362
35,617,814,814,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929560.0,55.972285,11.021828,16.1,26.399999999999977,2020-01-02 02:46:00,257182000,4.067039462379463,2.1085386045491066,-174.67999999999995,-61.26720797796448,-34.45770597825849,56.039918,11.0844802,20.1,211.72,0.0873920840846337,0.9126079159153664,0.0634384140660415,16.2,0.0062111801242234,56.12586473142856,29.725864731428587,-3.048741137383694,4.581129231469652,10.0,0.0001904280592711,0.0999999999999659,0.1000000000000014,-0.1036222936378248,0.0999999999999659,0.00999999999999318,453.0115997059421
36,618,817,817,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929570.0,55.9729304,11.0224146,16.1,26.720000000000027,2020-01-02 02:46:10,257182000,3.9821437337936336,2.060998486972117,-175.32000000000005,-61.30326546777265,-34.428109662360505,56.039152,11.083653,20.1,211.4,0.0850496355111611,0.9149503644888388,0.0620792649466856,16.2,0.0062111801242234,56.29294277333334,29.57294277333331,-3.05991124459646,4.483880404280789,10.0,0.0023424485734724,0.32000000000005,0.0,-0.0972488271888627,0.32000000000005,0.10240000000003202,465.8339177856919
37,619,820,820,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929580.0,55.9736095,11.023033,16.1,27.0,2020-01-02 02:46:20,257182000,3.888625165840834,2.0081243384209104,-175.0333333333333,-61.031207443827405,-34.89338027390995,56.038276333333336,11.082699,20.1,211.96666666666667,0.103655088323958,0.8963449116760419,0.0601745368386529,16.2,0.0062111801242234,56.376755546666686,29.376755546666686,-3.054907967407408,4.376524767320422,10.0,-0.0186054528127969,0.2799999999999727,0.0,-0.1073556369603672,0.2799999999999727,0.07839999999998472,479.2775082770369
38,620,823,823,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929590.0,55.9742576,11.0236514,16.1,27.97999999999996,2020-01-02 02:46:30,257182000,3.801794962913384,1.95809975451577,-175.92285714285708,-60.75141725463516,-35.42054336380548,56.03748085714286,11.081829857142855,20.1,212.05714285714285,0.1217170335218718,0.8782829664781281,0.0583375744916057,16.2,0.0062111801242234,56.4666666666667,28.486666666666736,-3.0704330866584804,4.276423691435204,10.0,-0.0180619451979138,0.9799999999999612,0.0,-0.1001010758852185,0.9799999999999612,0.960399999999924,490.9326711639188
39,621,826,826,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929600.0,55.974858,11.024253,16.1,29.30000000000001,2020-01-02 02:46:40,257182000,3.722442808347578,1.9116398983068064,-177.70000000000005,-60.57024621207162,-35.78845953529052,56.036762,11.08105,20.1,211.6,0.1314720941083578,0.8685279058916422,0.0566572225343294,16.233050008333333,0.0082639756728777,56.4666666666667,27.16666666666669,-3.1014500807939243,4.184608412052083,10.0,-0.0097550605864858,1.32000000000005,0.0,-0.0918152793831206,1.32000000000005,1.742400000000132,500.53508468832666
40,622,829,829,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929610.0,55.975541,11.024973666666666,16.1,30.933333333333337,2020-01-02 02:46:50,257182000,3.630074111904442,1.856482693271044,-179.36666666666667,-60.13451726185361,-36.54078724405647,56.03590933333333,11.080130666666664,20.1,211.56666666666663,0.1541048911417673,0.8458951088582327,0.0544314320410878,16.249609625,0.0092925232919254,56.4666666666667,25.53333333333336,-3.130538901660496,4.077249814315249,10.0,-0.0226327970334094,1.6333333333333258,0.0,-0.1073585977368338,1.6333333333333258,2.667777777777753,509.94790569745726
41,623,832,832,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929620.0,55.9761945,11.025718,16.1,33.10000000000002,2020-01-02 02:47:00,257182000,3.544142829389725,1.802961991617383,179.12,-59.436184416569176,-38.02608527019691,56.0351342,11.0792838,20.2,212.22,0.1961110449997406,0.8038889550002594,0.0516458189928293,16.249374566666667,0.009277923395445,56.4666666666667,23.366666666666674,3.126233756172243,3.976382820897848,10.0,-0.0420061538579733,2.1666666666666856,0.0,-0.1008669934174015,2.1666666666666856,4.694444444444526,516.6738223947534
42,624,835,835,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929630.0,55.976767,11.0264475,16.1,35.0,2020-01-02 02:47:10,257182000,3.4641608610751224,1.7497715591625798,178.10000000000002,-58.529674708222615,-39.393641930818525,56.034377,11.078432,20.2,213.1,0.2366708099588592,0.7633291900411407,0.049125379768843,16.257094725,0.0097574363354037,56.4666666666667,21.466666666666697,3.108431397801901,3.88099355586414,10.0,-0.0405597649591186,1.8999999999999773,0.0,-0.0953892650337078,1.8999999999999773,3.6099999999999137,519.3436190836692
43,625,838,838,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929640.0,55.9773605,11.0272575,16.1,37.14999999999998,2020-01-02 02:47:20,257182000,3.3768318320298287,1.6888517234485574,176.61666666666667,-57.478746444143226,-40.65200988159137,56.033518666666666,11.077431,20.133333333333333,213.76666666666668,0.2735192027151391,0.7264807972848609,0.0466377820079445,16.265800125000002,0.0102981444099379,56.4666666666667,19.31666666666672,3.082542347230652,3.775607681632864,10.0,-0.0368483927562798,2.1499999999999773,0.0,-0.1053858742312758,2.1499999999999773,4.622499999999902,519.8749541606612
44,626,841,841,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929650.0,55.977965,11.0281485,16.0,39.39999999999998,2020-01-02 02:47:30,257182000,3.293967502331029,1.62778133176618,174.92857142857144,-56.29891200640906,-41.774851973565376,56.03274557142857,11.076506714285712,20.1,214.32857142857145,0.3071813553719502,0.6928186446280498,0.0444127756483884,16.282383266666667,0.0176489541666666,56.4666666666667,17.06666666666672,3.0530795272386526,3.6742201853535392,10.0,-0.0336621526568111,2.25,-0.1000000000000014,-0.1013874962793246,2.25,5.0625,517.6701352318174
45,627,844,844,466fbc3092,356234000,Cargo,61.0,399.0,12.1,0,1577929660.0,55.978467,11.0289325,16.0,41.25,2020-01-02 02:47:40,257182000,3.22205230821591,1.5730865338254332,173.25,-55.583015075312176,-42.63686514775641,56.032052,11.075665,20.1,214.5,0.3284151846478657,0.6715848153521343,0.0426098859703523,16.288992648333334,0.0180620405208333,56.46100735166668,15.21100735166668,3.023782929080176,3.585557462903417,10.0,-0.0212338292759154,1.8500000000000227,0.0,-0.0886627224501221,1.8500000000000227,3.4225000000000843,514.0050297780415
